Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
CTM,Decreasing accelerated,Y,N,25.0,35,16.48,1,558,0,1
CTM,Decreasing with CI,Y,N,62.0,35,15.31,1,558,0,1
Direct,Level,N,Y,49.0,20,15.31,1,558,0,1
CTM,Decreasing with CI,N,Y,51.0,20,15.31,1,558,0,1
CTM,Level with CI,Y,Y,58.0,20,7.64,1,580,0,1
Direct,Decreasing with CI,N,N,54.0,20,6.04,1,580,0,1
Direct,Level with CI,N,N,51.0,20,27.7,0,9999,1,1
CTM,Decreasing,Y,N,41.0,30,31.25,0,9999,1,1
Direct,Decreasing accelerated,N,Y,51.0,20,24.14,0,9999,1,1
CTM,Level,N,N,34.0,10,24.14,0,9999,1,1
CTM,Level,Y,N,56.0,5,24.14,0,9999,1,1
CTM,Decreasing with CI,N,N,46.0,10,33.23,0,589,0,1
CTM,Decreasing with CI,Y,Y,38.0,15,33.23,0,589,0,1
CTM,Level with CI,Y,N,43.0,20,18.37,0,587,0,1
Direct,Level with CI,N,N,61.0,20,18.37,0,587,0,1
CTM,Level with CI,Y,Y,26.0,20,18.37,0,587,0,1
Direct,Level,N,N,51.0,30,31.41,1,558,0,1
Direct,Level,Y,Y,34.0,20,33.32,1,558,0,1
MSM,Decreasing,Y,N,52.0,25,32.2,1,558,0,1
MSM,Decreasing with CI,N,N,49.0,30,30.35,1,558,0,1
Direct,Level with CI,Y,Y,50.0,20,31.41,1,558,0,1
Direct,Level,Y,N,40.0,5,31.41,1,558,0,1
CTM,Decreasing,N,Y,47.0,5,31.41,1,558,0,1
Direct,Level,Y,N,44.0,30,25.5,0,562,0,1
CTM,Decreasing with CI,Y,N,49.0,30,10.64,0,567,0,1
CTM,Level with CI,Y,N,36.0,5,10.64,0,567,0,1
Direct,Decreasing accelerated,N,Y,62.0,30,10.64,0,567,0,1
CTM,Level with CI,Y,Y,29.0,40,10.64,0,567,0,1
MSM,Level,N,N,40.0,30,18.38,1,571,0,1
MSM,Level with CI,Y,N,48.0,10,19.98,1,571,0,1
Direct,Decreasing accelerated,N,N,46.0,20,19.98,1,571,0,1
Direct,Level with CI,Y,N,50.0,20,22.96,1,571,0,1
Direct,Level with CI,N,N,36.0,20,19.98,1,571,0,1
Direct,Decreasing with CI,Y,N,53.0,25,19.98,1,571,0,1
CTM,Level with CI,N,N,34.0,40,26.57,0,550,0,1
CTM,Level accelerated,N,Y,44.0,5,26.57,0,550,0,1
CTM,Decreasing with CI,N,N,35.0,25,18.48,0,9999,1,1
Direct,Decreasing with CI,N,N,24.0,20,18.48,0,9999,1,1
MSM,Level,N,N,47.0,15,26.94,0,9999,1,1
Direct,Level accelerated,N,Y,62.0,20,23.69,0,551,0,1
CTM,Level with CI,Y,Y,51.0,20,23.69,0,551,0,1
Direct,Level with CI,N,N,45.0,20,23.69,0,551,0,1
CTM,Decreasing accelerated,Y,N,62.0,20,23.69,0,551,0,1
MSM,Decreasing with CI,N,Y,46.0,20,138.47,0,568,0,1
MSM,Decreasing accelerated,N,Y,61.0,20,138.47,0,568,0,1
CTM,Decreasing with CI,Y,Y,45.0,20,222.43,0,568,0,1
CTM,Level accelerated,Y,Y,30.0,30,25.11,0,543,0,1
CTM,Decreasing,Y,N,35.0,10,19.58,0,543,0,1
CTM,Level,Y,N,46.0,25,25.11,0,543,0,1
Direct,Level with CI,Y,Y,46.0,30,36.6,0,546,0,1
CTM,Decreasing,Y,Y,46.0,30,23.94,0,546,0,1
CTM,Level accelerated,N,N,48.0,30,29.0,0,546,0,1
Direct,Level,N,N,45.0,20,15.88,1,441,0,0
Direct,Decreasing,Y,Y,41.0,10,15.88,1,441,0,0
CTM,Level with CI,N,N,52.0,5,15.88,1,441,0,0
CTM,Decreasing with CI,Y,Y,54.0,30,40.39,0,571,0,1
Direct,Level accelerated,Y,N,36.0,30,30.89,0,571,0,1
CTM,Level,Y,N,58.0,20,35.3,0,559,0,1
MSM,Level,Y,N,25.0,25,29.24,0,559,0,1
MSM,Level accelerated,N,N,37.0,15,10.49,1,575,0,1
Direct,Level with CI,N,N,41.0,15,12.08,1,575,0,1
CTM,Level,Y,N,40.0,20,10.49,1,575,0,1
Direct,Level,Y,Y,46.0,20,11.36,0,550,0,1
MSM,Decreasing with CI,Y,N,33.0,20,11.36,0,550,0,1
CTM,Level,Y,Y,49.0,20,11.36,0,550,0,1
MSM,Level accelerated,N,N,39.0,20,5.53,0,565,0,1
CTM,Decreasing,Y,N,44.0,5,19.19,0,541,0,1
MSM,Level,N,N,43.0,25,12.38,0,589,0,1
CTM,Decreasing with CI,Y,N,41.0,30,12.38,0,589,0,1
MSM,Decreasing,Y,N,37.0,20,12.38,0,589,0,1
CTM,Level,N,N,45.0,30,22.13,0,589,0,1
CTM,Level,Y,Y,43.0,30,46.9,0,571,0,1
MSM,Level with CI,N,N,58.0,20,44.89,0,9999,1,1
Direct,Level accelerated,Y,Y,49.0,20,34.09,1,9999,1,1
CTM,Level,Y,N,40.0,15,26.58,0,9999,1,1
MSM,Level,Y,N,35.0,5,26.58,0,9999,1,1
Direct,Level with CI,N,N,57.0,20,121.16,0,9999,1,1
CTM,Level,N,N,47.0,20,121.16,0,9999,1,1
MSM,Level,Y,N,49.0,30,82.84,0,575,0,1
CTM,Level with CI,N,N,46.0,5,40.39,0,571,0,1
MSM,Level with CI,Y,N,47.0,20,30.89,0,571,0,1
Direct,Decreasing,Y,N,53.0,30,40.39,0,571,0,1
MSM,Decreasing with CI,Y,N,46.0,5,46.9,0,571,0,1
CTM,Decreasing with CI,Y,Y,41.0,10,68.17,0,571,0,1
MSM,Level accelerated,Y,N,43.0,15,30.89,0,571,0,1
Direct,Decreasing with CI,Y,N,39.0,5,104.39,0,498,1,1
MSM,Level with CI,N,Y,38.0,15,31.52,0,560,0,1
MSM,Level with CI,Y,Y,57.0,15,31.52,0,560,0,1
Direct,Level with CI,Y,Y,42.0,5,3.76,1,583,0,1
Direct,Level accelerated,N,N,44.0,20,3.76,1,583,0,1
MSM,Level with CI,Y,N,41.0,20,3.76,1,583,0,1
Direct,Decreasing with CI,N,Y,38.0,30,20.25,0,589,0,1
CTM,Decreasing,Y,N,45.0,20,20.25,0,589,0,1
Direct,Level with CI,N,Y,54.0,10,13.16,0,589,0,1
CTM,Level accelerated,Y,N,52.0,20,26.26,0,571,0,1
CTM,Level,N,N,46.0,5,26.26,0,571,0,1
CTM,Decreasing with CI,Y,N,51.0,30,8.79,0,581,0,1
MSM,Decreasing with CI,Y,N,52.0,20,8.79,0,581,0,1
Direct,Decreasing with CI,N,N,50.0,30,40.57,0,585,0,1
CTM,Decreasing with CI,Y,Y,42.0,20,21.44,0,578,0,1
CTM,Decreasing,Y,N,39.0,20,13.56,0,548,0,1
MSM,Decreasing with CI,N,N,48.0,20,62.24,0,582,0,1
CTM,Level,Y,N,40.0,20,209.09,0,582,0,1
CTM,Level,Y,N,50.0,5,13.02,1,9999,1,1
CTM,Level,N,Y,41.0,20,13.02,1,9999,1,1
CTM,Level,N,N,47.0,30,6.08,1,9999,1,1
CTM,Decreasing,N,N,32.0,20,8.05,1,9999,1,1
CTM,Decreasing with CI,Y,N,52.0,10,13.02,1,9999,1,1
MSM,Decreasing with CI,Y,N,49.0,20,15.0,0,536,1,1
Direct,Level,Y,Y,44.0,20,39.33,0,9999,1,1
CTM,Decreasing with CI,N,Y,43.0,20,67.66,0,9999,1,1
CTM,Level,N,N,34.0,15,39.33,0,9999,1,1
Direct,Level with CI,Y,Y,47.0,30,50.36,0,9999,1,1
CTM,Level with CI,N,N,47.0,20,39.33,0,9999,1,1
Direct,Level,Y,N,50.0,25,43.95,0,9999,1,1
Direct,Level with CI,Y,Y,24.0,40,48.57,0,9999,1,1
Direct,Decreasing with CI,Y,N,51.0,5,43.95,0,9999,1,1
Direct,Level,N,N,38.0,20,12.02,0,9999,1,1
Direct,Decreasing accelerated,N,N,52.0,30,54.45,0,9999,1,1
CTM,Level with CI,Y,N,56.0,25,13.56,0,548,0,1
CTM,Decreasing,N,Y,35.0,20,24.91,0,539,0,1
CTM,Decreasing with CI,N,N,30.0,20,24.91,0,539,0,1
Direct,Level accelerated,N,N,44.0,30,67.14,0,539,0,1
MSM,Decreasing with CI,N,N,57.0,30,16.85,0,487,1,1
Direct,Level,Y,Y,59.0,30,16.85,0,487,1,1
CTM,Decreasing with CI,N,N,46.0,10,31.39,0,577,0,1
CTM,Level with CI,Y,Y,34.0,20,42.38,0,577,0,1
MSM,Level,Y,N,53.0,10,40.55,0,577,0,1
MSM,Level,Y,Y,35.0,30,40.55,0,577,0,1
CTM,Level,Y,Y,51.0,10,47.64,0,577,0,1
Direct,Decreasing,N,N,39.0,40,42.6,0,9999,1,1
Direct,Level,N,N,24.0,20,22.81,0,9999,1,1
Direct,Decreasing with CI,N,Y,60.0,10,22.81,0,9999,1,1
Direct,Level with CI,Y,Y,45.0,20,30.27,0,565,0,1
CTM,Decreasing with CI,Y,N,33.0,30,24.49,0,565,0,1
CTM,Decreasing,Y,Y,35.0,30,20.81,0,565,0,1
MSM,Level,Y,Y,56.0,20,20.81,0,565,0,1
CTM,Decreasing,Y,N,50.0,30,34.36,0,565,0,1
CTM,Level,N,N,40.0,30,23.83,1,9999,1,1
Direct,Decreasing with CI,Y,N,42.0,5,23.83,0,9999,1,1
MSM,Level,Y,Y,40.0,30,23.83,0,9999,1,1
CTM,Level,Y,Y,42.0,20,23.83,1,9999,1,1
CTM,Level,Y,N,52.0,30,23.83,1,9999,1,1
CTM,Level,N,N,48.0,10,50.0,0,584,0,1
CTM,Decreasing,Y,N,32.0,20,50.0,0,584,0,1
CTM,Level,Y,Y,45.0,10,50.0,0,584,0,1
CTM,Level with CI,Y,Y,44.0,10,29.99,0,584,0,1
CTM,Level,N,N,43.0,5,31.52,0,537,0,1
Direct,Decreasing,Y,N,59.0,30,23.33,0,537,0,1
MSM,Level accelerated,Y,Y,36.0,30,31.52,0,537,0,1
Direct,Decreasing,Y,Y,50.0,20,23.33,0,537,0,1
Direct,Level with CI,Y,N,38.0,30,16.17,0,537,0,1
MSM,Level,Y,Y,50.0,15,16.17,0,537,0,1
CTM,Level with CI,Y,N,51.0,30,24.36,0,537,0,1
Direct,Level with CI,Y,N,42.0,20,14.83,0,563,0,1
Direct,Level,N,Y,36.0,30,21.13,0,469,0,0
CTM,Decreasing,N,Y,32.0,20,21.13,0,469,0,0
Direct,Decreasing,N,N,52.0,20,21.13,0,469,0,0
CTM,Level,Y,N,52.0,20,207.21,0,470,0,0
MSM,Decreasing,N,N,55.0,5,50.0,0,470,0,0
MSM,Level with CI,Y,N,44.0,25,50.0,0,470,0,0
CTM,Level with CI,Y,Y,44.0,10,50.0,0,470,0,0
MSM,Decreasing with CI,Y,N,54.0,10,10.33,1,558,0,1
MSM,Level with CI,Y,N,33.0,5,9.27,1,558,0,1
CTM,Level,Y,N,46.0,15,9.27,1,558,0,1
Direct,Decreasing,Y,Y,63.0,10,9.27,1,558,0,1
MSM,Level,Y,N,34.0,30,29.07,0,551,0,1
Direct,Decreasing accelerated,Y,Y,54.0,20,43.86,0,562,0,1
CTM,Decreasing with CI,N,N,46.0,5,41.37,0,562,0,1
MSM,Decreasing,N,N,38.0,30,20.44,0,9999,1,1
Direct,Level,N,Y,49.0,10,183.56,0,555,0,1
CTM,Level,Y,N,47.0,20,200.39,0,555,0,1
Direct,Level,Y,Y,59.0,30,50.83,0,555,0,1
MSM,Level accelerated,N,N,54.0,30,48.94,0,555,0,1
Direct,Decreasing,Y,N,28.0,20,32.11,0,555,0,1
CTM,Decreasing,Y,N,39.0,10,5.19,0,580,0,1
Direct,Level with CI,N,N,35.0,30,5.19,0,580,0,1
Direct,Decreasing,Y,N,35.0,20,14.83,0,563,0,1
CTM,Decreasing with CI,Y,N,28.0,30,40.32,0,9999,1,1
CTM,Level with CI,Y,Y,46.0,30,60.49,0,522,0,1
CTM,Decreasing with CI,N,N,63.0,20,60.49,0,522,0,1
Direct,Decreasing,N,N,31.0,10,6.24,0,509,1,1
Direct,Level,Y,Y,44.0,20,6.24,0,509,1,1
CTM,Level,N,Y,59.0,10,52.62,0,9999,1,1
CTM,Level with CI,Y,Y,53.0,15,49.52,0,9999,1,1
CTM,Decreasing,Y,N,44.0,30,10.32,1,554,0,1
MSM,Level with CI,Y,N,46.0,15,10.32,1,554,0,1
MSM,Decreasing,Y,Y,42.0,5,10.32,1,554,0,1
MSM,Level,N,N,36.0,15,10.32,1,554,0,1
CTM,Level,Y,N,48.0,10,51.35,1,546,0,1
CTM,Decreasing,N,N,44.0,20,36.29,1,546,0,1
MSM,Level,N,N,33.0,30,36.29,1,546,0,1
MSM,Level,Y,Y,49.0,30,39.3,1,546,0,1
MSM,Level,N,N,34.0,5,36.29,1,546,0,1
Direct,Level,N,Y,53.0,10,47.72,0,568,0,1
MSM,Level,Y,Y,42.0,5,17.01,0,558,0,1
MSM,Level accelerated,Y,Y,54.0,30,19.93,0,558,0,1
CTM,Decreasing with CI,Y,N,52.0,5,19.06,0,558,0,1
CTM,Level,Y,Y,45.0,5,8.01,0,570,0,1
CTM,Level with CI,N,N,39.0,20,8.01,0,570,0,1
Direct,Decreasing with CI,Y,Y,35.0,30,25.65,0,564,0,1
CTM,Level,N,N,45.0,20,25.65,0,564,0,1
CTM,Level,N,N,48.0,10,46.48,0,564,0,1
CTM,Level accelerated,Y,N,35.0,20,41.73,0,564,0,1
CTM,Decreasing with CI,Y,Y,52.0,30,39.37,0,564,0,1
MSM,Level with CI,Y,Y,47.0,20,146.46,0,9999,1,1
Direct,Level,Y,N,50.0,30,14.82,1,553,0,1
Direct,Decreasing accelerated,N,Y,41.0,20,14.82,1,553,0,1
CTM,Decreasing with CI,Y,Y,46.0,5,15.7,1,553,0,1
CTM,Level with CI,Y,Y,44.0,10,45.87,1,558,0,1
Direct,Level with CI,N,N,57.0,20,26.9,1,558,0,1
CTM,Level,N,N,39.0,10,36.3,1,558,0,1
Direct,Level,Y,N,54.0,30,31.43,1,558,0,1
MSM,Level,Y,N,38.0,30,31.43,1,558,0,1
Direct,Decreasing with CI,Y,N,32.0,5,34.05,1,558,0,1
MSM,Level,N,Y,45.0,20,55.53,1,9999,1,1
CTM,Level with CI,N,N,34.0,20,55.53,1,9999,1,1
Direct,Level,Y,N,35.0,30,55.53,1,9999,1,1
MSM,Level,N,N,54.0,20,68.94,1,9999,1,1
CTM,Level,Y,N,33.0,25,57.92,1,9999,1,1
CTM,Level with CI,Y,N,44.0,20,44.51,1,9999,1,1
CTM,Decreasing with CI,N,N,38.0,10,55.53,1,9999,1,1
CTM,Decreasing with CI,N,Y,48.0,30,99.62,1,9999,1,1
CTM,Decreasing with CI,Y,Y,45.0,30,55.53,1,9999,1,1
Direct,Decreasing with CI,N,N,24.0,30,13.22,0,9999,1,1
Direct,Level,Y,N,46.0,10,14.05,0,543,0,1
Direct,Decreasing with CI,Y,N,43.0,25,9.83,0,9999,1,1
CTM,Decreasing with CI,N,N,43.0,30,9.83,0,9999,1,1
CTM,Level,Y,N,48.0,10,104.42,0,578,0,1
CTM,Level,Y,Y,54.0,30,88.19,0,578,0,1
MSM,Level with CI,Y,N,47.0,20,54.8,0,578,0,1
CTM,Decreasing,Y,N,54.0,10,97.58,0,578,0,1
CTM,Level,N,N,57.0,30,88.19,0,578,0,1
CTM,Level,Y,Y,45.0,35,88.19,0,578,0,1
Direct,Level,Y,N,46.0,15,31.43,1,558,0,1
Direct,Level with CI,Y,N,33.0,30,5.24,0,553,0,1
CTM,Level with CI,Y,Y,32.0,40,5.0,0,553,0,1
CTM,Decreasing accelerated,Y,N,44.0,25,14.11,0,494,1,1
Direct,Level with CI,Y,N,51.0,30,14.11,0,494,1,1
Direct,Decreasing accelerated,Y,N,36.0,5,37.88,1,9999,1,1
Direct,Decreasing with CI,Y,N,40.0,20,46.9,1,9999,1,1
Direct,Decreasing,Y,Y,40.0,10,11.46,0,478,1,1
CTM,Level,Y,Y,47.0,20,11.46,0,478,1,1
CTM,Decreasing,Y,N,53.0,25,10.09,0,9999,1,1
Direct,Level,N,N,45.0,15,11.73,0,9999,1,1
MSM,Level accelerated,N,Y,57.0,30,10.09,0,9999,1,1
CTM,Level,N,Y,40.0,30,37.52,0,9999,1,1
Direct,Decreasing with CI,N,N,44.0,40,37.4,0,9999,1,1
CTM,Level,Y,N,29.0,20,37.4,0,9999,1,1
CTM,Level,Y,Y,53.0,20,19.99,0,556,0,1
MSM,Decreasing with CI,Y,Y,28.0,20,19.99,0,556,0,1
MSM,Level with CI,N,N,46.0,30,17.07,0,9999,1,1
Direct,Decreasing with CI,Y,N,32.0,20,17.07,0,9999,1,1
Direct,Level,Y,N,47.0,30,17.07,0,9999,1,1
Direct,Level with CI,Y,N,42.0,20,49.99,0,572,0,1
Direct,Level,N,Y,38.0,30,50.0,0,572,0,1
CTM,Decreasing accelerated,N,Y,39.0,20,11.59,1,570,0,1
CTM,Level accelerated,N,N,53.0,20,11.59,1,570,0,1
MSM,Level,Y,N,52.0,30,11.59,1,570,0,1
CTM,Level with CI,N,N,51.0,20,17.76,0,571,0,1
Direct,Level with CI,Y,N,44.0,5,17.76,0,571,0,1
CTM,Decreasing,N,N,32.0,30,19.75,0,571,0,1
Direct,Decreasing with CI,Y,Y,41.0,30,11.46,0,478,1,1
Direct,Decreasing,N,Y,40.0,30,11.46,0,478,1,1
CTM,Level with CI,N,N,41.0,25,28.55,0,605,0,1
CTM,Level,N,Y,53.0,30,28.55,0,605,0,1
CTM,Level,N,N,44.0,40,9.41,0,567,0,1
CTM,Level,Y,Y,46.0,20,11.46,0,478,1,1
Direct,Level with CI,N,N,42.0,30,50.0,0,564,0,1
CTM,Level,Y,N,39.0,25,30.0,0,564,0,1
MSM,Decreasing with CI,Y,N,50.0,20,56.08,0,564,0,1
Direct,Level with CI,Y,N,43.0,5,50.02,0,564,0,1
CTM,Level with CI,Y,N,41.0,30,41.89,0,564,0,1
Direct,Decreasing with CI,Y,N,44.0,10,49.97,0,564,0,1
MSM,Level with CI,Y,Y,38.0,5,118.32,0,576,0,1
CTM,Level with CI,N,Y,45.0,25,36.52,0,576,0,1
CTM,Decreasing accelerated,Y,N,44.0,30,36.52,0,576,0,1
Direct,Level,Y,Y,34.0,30,27.68,0,530,0,0
Direct,Level,N,N,44.0,30,27.68,0,530,0,0
Direct,Level with CI,N,Y,46.0,30,53.83,0,564,0,1
CTM,Decreasing with CI,N,N,42.0,30,43.35,0,564,0,1
CTM,Decreasing with CI,Y,N,40.0,20,38.11,0,564,0,1
CTM,Decreasing with CI,N,N,50.0,20,40.24,0,564,0,1
CTM,Decreasing,Y,N,45.0,15,40.24,0,564,0,1
Direct,Decreasing with CI,Y,N,33.0,20,65.26,0,564,0,1
CTM,Level,Y,N,57.0,5,39.0,1,9999,1,1
MSM,Decreasing with CI,N,N,32.0,10,61.54,1,9999,1,1
CTM,Level,Y,N,45.0,5,54.38,1,9999,1,1
Direct,Level,N,N,52.0,15,35.41,1,9999,1,1
Direct,Decreasing with CI,N,Y,55.0,20,47.62,1,9999,1,1
Direct,Level,N,N,45.0,25,39.0,1,9999,1,1
Direct,Level,Y,N,63.0,25,27.21,0,572,0,1
Direct,Level accelerated,Y,N,50.0,20,16.92,0,572,0,1
CTM,Level,Y,N,44.0,30,16.92,0,572,0,1
MSM,Level with CI,Y,N,33.0,10,16.92,0,572,0,1
Direct,Level with CI,Y,Y,34.0,10,19.07,0,562,0,1
CTM,Level,Y,N,44.0,30,17.72,0,562,0,1
Direct,Level accelerated,Y,Y,38.0,10,15.0,0,562,0,1
CTM,Level,Y,Y,44.0,30,15.0,0,562,0,1
Direct,Level,N,N,42.0,5,17.87,0,562,0,1
Direct,Level with CI,Y,N,46.0,40,16.49,0,562,0,1
CTM,Level with CI,N,Y,27.0,30,24.74,0,562,0,1
Direct,Level,N,N,34.0,30,112.53,0,557,0,1
Direct,Level with CI,N,N,47.0,20,112.53,0,557,0,1
MSM,Decreasing with CI,Y,N,38.0,20,97.57,0,562,0,1
CTM,Level with CI,N,Y,48.0,20,97.57,0,562,0,1
CTM,Level with CI,Y,Y,37.0,20,19.07,0,562,0,1
Direct,Level,N,N,49.0,35,17.72,0,562,0,1
CTM,Decreasing,Y,N,44.0,15,15.0,0,562,0,1
Direct,Level,Y,Y,50.0,5,15.0,0,562,0,1
MSM,Level,Y,Y,49.0,20,17.87,0,562,0,1
CTM,Decreasing with CI,N,Y,27.0,25,16.49,0,562,0,1
Direct,Level,N,N,44.0,10,10.0,0,580,0,1
CTM,Level,Y,N,59.0,20,18.16,0,580,0,1
CTM,Decreasing with CI,Y,N,40.0,30,40.35,0,580,0,1
Direct,Decreasing,N,N,47.0,20,91.88,0,9999,1,1
CTM,Level with CI,N,Y,39.0,20,91.88,0,9999,1,1
CTM,Decreasing with CI,N,N,51.0,30,7.38,0,9999,1,1
MSM,Level with CI,Y,Y,54.0,15,7.38,0,9999,1,1
MSM,Decreasing accelerated,Y,N,32.0,25,7.38,0,9999,1,1
Direct,Decreasing with CI,Y,N,34.0,20,9.02,0,9999,1,1
MSM,Decreasing,Y,N,59.0,5,21.27,0,559,0,1
CTM,Decreasing,N,Y,34.0,30,24.74,0,562,0,1
Direct,Level,N,Y,40.0,30,23.13,0,562,0,1
CTM,Level,N,N,38.0,20,17.69,0,562,0,1
Direct,Decreasing,N,Y,40.0,20,22.9,0,520,0,1
MSM,Decreasing with CI,Y,N,47.0,20,24.74,0,562,0,1
MSM,Level with CI,Y,N,52.0,10,24.74,0,562,0,1
MSM,Level,N,Y,44.0,5,23.13,0,562,0,1
CTM,Decreasing with CI,Y,Y,38.0,30,17.69,0,562,0,1
Direct,Level with CI,N,N,44.0,20,7.79,0,544,0,1
CTM,Level with CI,N,N,47.0,20,9.64,0,544,0,1
Direct,Decreasing with CI,N,N,46.0,25,14.09,0,544,0,1
CTM,Level accelerated,Y,Y,53.0,20,13.15,0,544,0,1
Direct,Level with CI,Y,Y,55.0,25,13.15,0,544,0,1
Direct,Level,N,N,59.0,10,13.15,0,544,0,1
MSM,Level with CI,Y,N,48.0,15,51.25,0,555,0,1
Direct,Decreasing,Y,N,46.0,30,51.25,0,555,0,1
CTM,Level,Y,Y,54.0,5,6.89,0,9999,1,1
CTM,Level with CI,Y,Y,56.0,15,6.89,0,9999,1,1
MSM,Decreasing accelerated,Y,N,38.0,20,6.89,0,9999,1,1
MSM,Level with CI,N,Y,35.0,25,9.37,0,551,0,1
Direct,Decreasing accelerated,Y,Y,49.0,30,9.01,0,551,0,1
MSM,Decreasing,N,N,33.0,10,9.01,0,551,0,1
Direct,Level,Y,N,27.0,20,17.76,0,571,0,1
CTM,Decreasing with CI,Y,Y,33.0,10,17.76,0,571,0,1
Direct,Decreasing accelerated,Y,Y,43.0,20,6.39,0,562,0,1
Direct,Decreasing accelerated,Y,Y,44.0,5,6.39,0,562,0,1
CTM,Level,Y,N,52.0,20,331.25,0,565,0,1
MSM,Level with CI,Y,N,47.0,20,99.8,0,565,0,1
CTM,Level,N,Y,58.0,30,99.8,0,565,0,1
Direct,Decreasing with CI,N,N,44.0,30,99.8,0,565,0,1
CTM,Level with CI,N,Y,62.0,30,18.68,1,533,0,1
Direct,Level,Y,Y,56.0,10,18.68,1,533,0,1
CTM,Level,Y,N,24.0,5,18.68,1,533,0,1
MSM,Decreasing with CI,Y,N,32.0,10,19.37,1,533,0,1
CTM,Level,N,Y,38.0,20,47.62,0,556,0,1
CTM,Level with CI,Y,N,39.0,20,47.62,0,556,0,1
MSM,Level with CI,N,N,40.0,30,25.23,0,9999,1,1
Direct,Level with CI,N,N,40.0,35,25.23,0,9999,1,1
CTM,Decreasing accelerated,N,N,58.0,30,19.95,0,552,0,1
CTM,Decreasing accelerated,Y,N,45.0,10,19.95,0,552,0,1
Direct,Level,N,Y,47.0,30,17.7,0,9999,1,1
Direct,Level with CI,N,N,59.0,30,13.41,0,9999,1,1
CTM,Decreasing accelerated,N,Y,39.0,25,13.41,0,9999,1,1
CTM,Decreasing with CI,N,Y,51.0,20,25.32,1,577,0,1
CTM,Decreasing,N,Y,62.0,20,41.07,1,577,0,1
MSM,Level,Y,N,53.0,20,41.07,1,577,0,1
MSM,Decreasing accelerated,N,N,51.0,20,41.07,1,577,0,1
Direct,Decreasing with CI,Y,N,39.0,20,20.29,0,531,0,1
Direct,Level with CI,Y,Y,59.0,30,13.96,1,561,0,1
MSM,Level,Y,Y,49.0,20,66.94,0,503,0,0
Direct,Decreasing with CI,N,Y,44.0,5,23.83,1,9999,1,1
CTM,Decreasing,Y,N,42.0,30,23.83,1,9999,1,1
CTM,Decreasing with CI,Y,N,49.0,30,23.83,1,9999,1,1
CTM,Decreasing,N,Y,33.0,10,22.37,0,9999,1,1
MSM,Level with CI,Y,N,54.0,5,22.37,0,9999,1,1
CTM,Level with CI,Y,N,49.0,20,16.08,0,9999,1,1
CTM,Level with CI,Y,N,42.0,20,10.0,0,9999,1,1
Direct,Level with CI,Y,N,48.0,30,10.0,0,9999,1,1
MSM,Level,N,N,59.0,25,19.75,0,571,0,1
CTM,Level,N,N,44.0,5,24.83,0,573,0,1
CTM,Level with CI,N,N,38.0,20,18.22,0,573,0,1
CTM,Level,Y,N,46.0,5,15.72,0,573,0,1
Direct,Level,N,Y,47.0,30,18.58,0,573,0,1
MSM,Level with CI,Y,Y,41.0,20,15.72,0,573,0,1
Direct,Decreasing with CI,N,Y,36.0,25,13.96,1,561,0,1
MSM,Level with CI,Y,Y,33.0,10,13.96,1,561,0,1
CTM,Decreasing with CI,Y,N,37.0,20,14.45,1,572,0,1
MSM,Level accelerated,Y,N,43.0,30,14.45,1,572,0,1
Direct,Decreasing,N,N,35.0,30,12.46,1,572,0,1
Direct,Level,N,N,58.0,20,18.45,1,572,0,1
Direct,Decreasing with CI,N,Y,38.0,20,14.45,1,572,0,1
CTM,Decreasing accelerated,N,N,58.0,10,66.94,0,503,0,0
CTM,Level with CI,Y,Y,43.0,20,325.84,0,503,0,0
Direct,Level,N,N,42.0,5,67.91,0,503,0,0
CTM,Decreasing with CI,N,N,38.0,30,93.79,0,585,0,1
MSM,Level with CI,N,Y,37.0,15,14.58,0,9999,1,1
Direct,Level with CI,Y,N,57.0,10,49.82,0,585,0,1
MSM,Level with CI,Y,N,59.0,30,17.15,0,549,0,1
MSM,Decreasing with CI,Y,Y,32.0,20,9.92,0,549,0,1
Direct,Level,Y,N,53.0,25,10.36,0,549,0,1
CTM,Decreasing with CI,N,N,47.0,20,11.44,0,549,0,1
MSM,Level,N,N,44.0,5,12.67,0,549,0,1
CTM,Level,Y,Y,41.0,40,9.41,0,557,0,1
MSM,Level,N,Y,52.0,5,9.41,0,557,0,1
CTM,Level,Y,N,39.0,20,9.41,0,557,0,1
CTM,Decreasing with CI,Y,Y,52.0,20,9.41,0,557,0,1
CTM,Level accelerated,Y,N,39.0,30,13.29,0,9999,1,1
Direct,Level,N,Y,33.0,20,10.57,1,9999,1,1
Direct,Decreasing with CI,Y,Y,35.0,20,10.57,1,9999,1,1
CTM,Level,N,N,52.0,5,13.92,1,9999,1,1
Direct,Level,Y,N,43.0,20,11.46,0,562,0,1
Direct,Level with CI,Y,Y,44.0,10,11.46,0,562,0,1
CTM,Decreasing,Y,Y,35.0,20,11.46,0,562,0,1
MSM,Decreasing with CI,N,N,28.0,20,11.46,0,562,0,1
CTM,Decreasing with CI,Y,Y,47.0,30,24.51,0,9999,1,1
CTM,Decreasing,N,N,56.0,10,24.51,0,9999,1,1
MSM,Decreasing with CI,N,Y,49.0,5,24.61,0,9999,1,1
CTM,Decreasing,N,N,38.0,20,24.61,0,9999,1,1
