Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
CTM,Decreasing,N,N,44.0,20,28.29,N,567,5.0,-999997.0
MSM,Level with CI,Y,N,48.0,15,17.28,N,569,0.0,-999997.0
CTM,Level,N,Y,33.0,30,64.85,N,577,6.0,-999997.0
CTM,Level,Y,N,50.0,30,43.69,N,577,6.0,-999997.0
Direct,Decreasing accelerated,Y,Y,34.0,20,15.29,N,538,5.0,-999997.0
Direct,Decreasing accelerated,N,N,44.0,20,15.29,N,538,5.0,-999997.0
Direct,Level,Y,N,44.0,30,7.45,N,9999,,
Direct,Decreasing with CI,Y,N,34.0,30,23.2,N,558,11.0,-999997.0
CTM,Level,N,N,35.0,10,10.53,N,558,11.0,-999997.0
MSM,Decreasing with CI,Y,Y,45.0,20,10.53,N,558,11.0,-999997.0
CTM,Level with CI,N,N,52.0,30,184.52,N,595,2.0,-999997.0
MSM,Level,Y,N,56.0,20,140.57,N,595,2.0,-999997.0
Direct,Decreasing,Y,Y,48.0,30,31.62,Y,579,6.0,-999997.0
CTM,Decreasing with CI,N,Y,33.0,25,13.42,N,538,8.0,-999997.0
MSM,Decreasing with CI,Y,N,58.0,5,13.42,N,538,8.0,-999997.0
Direct,Decreasing with CI,N,N,50.0,30,13.42,N,538,8.0,-999997.0
Direct,Decreasing,N,Y,53.0,35,49.44,N,9999,,
MSM,Level with CI,Y,Y,46.0,20,33.68,N,9999,,
Direct,Level,N,N,59.0,20,21.06,N,9999,,
CTM,Decreasing,N,N,49.0,25,21.06,N,9999,,
CTM,Level,Y,Y,19.0,10,42.58,N,9999,,
CTM,Level with CI,Y,N,47.0,30,72.41,N,550,5.0,-999997.0
MSM,Level with CI,Y,Y,40.0,25,72.41,N,550,5.0,-999997.0
Direct,Level,Y,N,44.0,20,78.35,N,547,5.0,-999997.0
Direct,Level with CI,N,Y,49.0,25,78.35,N,547,5.0,-999997.0
Direct,Level,N,N,44.0,20,89.99,N,566,6.0,-999997.0
Direct,Level,Y,Y,34.0,20,40.05,N,573,5.0,-999997.0
MSM,Level with CI,Y,Y,29.0,20,121.71,N,9999,,
CTM,Decreasing accelerated,Y,N,40.0,35,5.93,N,588,0.0,-999997.0
Direct,Decreasing,Y,Y,45.0,10,36.87,N,558,1.0,-999997.0
CTM,Level with CI,N,Y,54.0,20,303.18,N,9999,,
CTM,Decreasing with CI,Y,N,32.0,20,144.82,N,9999,,
Direct,Decreasing with CI,N,N,47.0,20,8.03,N,9999,,
CTM,Level with CI,Y,N,33.0,20,34.55,N,9999,,
CTM,Level,Y,Y,61.0,20,15.26,N,565,10.0,-999997.0
CTM,Decreasing accelerated,N,N,49.0,30,15.26,N,565,10.0,-999997.0
MSM,Level accelerated,N,N,44.0,20,15.26,N,565,10.0,-999997.0
CTM,Decreasing with CI,N,N,43.0,30,16.8,N,565,10.0,-999997.0
Direct,Level,Y,N,28.0,15,16.8,N,565,10.0,-999997.0
MSM,Level with CI,Y,N,34.0,10,24.49,N,565,10.0,-999997.0
CTM,Level,Y,N,60.0,20,24.49,N,565,10.0,-999997.0
CTM,Level,Y,Y,39.0,20,24.49,N,565,10.0,-999997.0
MSM,Decreasing with CI,Y,Y,40.0,5,17.81,Y,9999,,
MSM,Level,Y,N,57.0,5,17.81,Y,9999,,
CTM,Decreasing,N,Y,26.0,10,17.81,Y,9999,,
CTM,Level,Y,N,46.0,20,17.81,Y,9999,,
CTM,Level,Y,N,58.0,5,21.17,N,555,4.0,-999997.0
MSM,Decreasing with CI,Y,Y,38.0,30,64.32,Y,573,5.0,-999997.0
Direct,Decreasing with CI,Y,N,42.0,5,64.32,Y,573,5.0,-999997.0
CTM,Level,N,N,45.0,20,64.32,Y,573,5.0,-999997.0
Direct,Decreasing,N,Y,41.0,30,23.87,Y,581,6.0,-999997.0
CTM,Level,N,N,39.0,10,51.92,N,568,1.0,-999997.0
Direct,Level,N,N,46.0,20,51.92,N,568,1.0,-999997.0
CTM,Level with CI,Y,N,47.0,20,51.92,N,568,1.0,-999997.0
Direct,Decreasing,N,Y,46.0,30,63.1,N,512,-999997.0,
Direct,Level,N,N,46.0,30,16.2,N,512,-999997.0,
CTM,Level,Y,Y,32.0,25,16.2,N,512,-999997.0,
CTM,Decreasing with CI,Y,N,47.0,25,17.22,N,512,-999997.0,
CTM,Level,N,Y,23.0,40,100.44,N,491,-999997.0,
MSM,Level,N,Y,40.0,30,24.49,N,565,10.0,-999997.0
CTM,Level with CI,No,N,38.0,30,24.49,N,565,10.0,-999997.0
CTM,Level,Y,N,43.0,10,15.26,N,565,10.0,-999997.0
MSM,Level,Y,Y,38.0,10,22.81,N,565,10.0,-999997.0
Direct,Level,Y,Y,44.0,20,22.81,N,565,10.0,-999997.0
CTM,Level with CI,Y,N,45.0,25,26.14,N,565,10.0,-999997.0
CTM,Decreasing,N,N,47.0,20,19.99,Y,554,4.0,-999997.0
CTM,Decreasing,N,Y,50.0,10,23.15,Y,554,4.0,-999997.0
MSM,Decreasing with CI,N,N,20.0,20,25.0,Y,554,4.0,-999997.0
CTM,Level accelerated,Y,N,58.0,20,22.5,Y,554,4.0,-999997.0
MSM,Level,Y,N,41.0,10,22.5,Y,554,4.0,-999997.0
CTM,Decreasing with CI,Y,Y,47.0,20,22.5,Y,554,4.0,-999997.0
CTM,Level,Y,N,52.0,5,24.75,Y,554,4.0,-999997.0
CTM,Level,Y,N,46.0,20,37.46,N,535,10.0,-999997.0
Direct,Level,Y,N,47.0,30,37.46,N,535,10.0,-999997.0
CTM,Level,Y,Y,46.0,30,41.05,N,555,4.0,-999997.0
MSM,Level with CI,Y,N,49.0,20,38.61,N,529,8.0,-999997.0
Direct,Level,Y,N,46.0,10,25.0,N,529,8.0,-999997.0
CTM,Level,N,N,47.0,40,32.42,N,537,6.0,-999997.0
MSM,Level,N,N,47.0,30,32.42,N,537,6.0,-999997.0
Direct,Level,N,N,45.0,20,36.17,N,537,6.0,-999997.0
MSM,Decreasing with CI,N,Y,48.0,20,36.17,N,537,6.0,-999997.0
MSM,Decreasing accelerated,N,N,46.0,20,36.17,N,537,6.0,-999997.0
Direct,Decreasing with CI,Y,N,47.0,30,15.71,N,9999,,
MSM,Level with CI,Y,N,41.0,30,15.71,N,9999,,
Direct,Level with CI,Y,N,43.0,20,24.18,N,549,9.0,-999997.0
CTM,Level accelerated,Y,N,40.0,30,24.18,N,549,9.0,-999997.0
CTM,Level with CI,Y,Y,46.0,20,24.18,N,549,9.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,20,55.35,N,571,0.0,-999997.0
CTM,Decreasing,Y,Y,45.0,30,34.67,N,571,0.0,-999997.0
Direct,Decreasing with CI,Y,Y,50.0,10,22.64,N,533,2.0,-999997.0
CTM,Level,N,N,26.0,15,22.64,N,533,2.0,-999997.0
CTM,Decreasing,Y,N,41.0,20,33.97,N,535,10.0,-999997.0
CTM,Decreasing with CI,Y,N,46.0,25,9.82,N,581,0.0,-999997.0
CTM,Level,Y,N,44.0,30,9.82,N,581,0.0,-999997.0
CTM,Decreasing accelerated,Y,N,42.0,35,15.71,N,9999,,
CTM,Level,N,Y,44.0,20,15.71,N,9999,,
MSM,Decreasing,Y,Y,46.0,10,40.0,Y,549,4.0,-999997.0
CTM,Decreasing,Y,N,39.0,30,51.6,Y,549,4.0,-999997.0
Direct,Decreasing with CI,N,Y,53.0,10,51.6,Y,549,4.0,-999997.0
MSM,Decreasing with CI,N,N,32.0,30,46.11,Y,549,4.0,-999997.0
CTM,Level,N,N,33.0,30,40.0,Y,549,4.0,-999997.0
MSM,Decreasing,N,N,36.0,30,40.0,Y,549,4.0,-999997.0
Direct,Decreasing,Y,N,32.0,20,50.0,N,555,4.0,-999997.0
CTM,Level with CI,Y,N,51.0,5,19.95,N,552,2.0,-999997.0
Direct,Decreasing with CI,N,N,34.0,15,19.95,N,552,2.0,-999997.0
MSM,Level with CI,Y,Y,59.0,30,16.35,N,587,7.0,-999997.0
MSM,Level with CI,N,N,52.0,5,16.35,N,587,7.0,-999997.0
CTM,Level with CI,Y,N,39.0,20,24.18,Y,549,9.0,-999997.0
Direct,Decreasing,N,N,46.0,20,24.18,Y,549,9.0,-999997.0
MSM,Level with CI,Y,Y,53.0,20,24.18,Y,549,9.0,-999997.0
CTM,Level,N,Y,34.0,30,10.29,N,534,8.0,-999997.0
MSM,Level,Y,N,54.0,40,10.29,N,534,8.0,-999997.0
MSM,Level accelerated,Y,Y,43.0,20,9.99,N,534,8.0,-999997.0
Direct,Decreasing,N,N,35.0,20,9.99,N,534,8.0,-999997.0
CTM,Decreasing with CI,N,Y,18.0,40,9.99,N,534,8.0,-999997.0
CTM,Level accelerated,N,Y,38.0,20,10.29,N,534,8.0,-999997.0
MSM,Level,N,N,45.0,20,10.29,N,534,8.0,-999997.0
MSM,Decreasing,Y,N,47.0,30,24.27,Y,556,7.0,-999997.0
CTM,Level accelerated,Y,Y,46.0,30,24.27,Y,556,7.0,-999997.0
Direct,Level with CI,N,N,32.0,20,25.1,Y,556,7.0,-999997.0
CTM,Level,N,Y,31.0,20,29.4,Y,556,7.0,-999997.0
Direct,Decreasing with CI,Y,Y,33.0,30,25.1,Y,556,7.0,-999997.0
Direct,Level,Y,N,44.0,15,25.1,Y,556,7.0,-999997.0
CTM,Level with CI,Y,N,45.0,5,29.4,Y,556,7.0,-999997.0
CTM,Level,N,N,29.0,5,25.1,Y,556,7.0,-999997.0
CTM,Level,Y,Y,44.0,20,25.1,Y,556,7.0,-999997.0
MSM,Level with CI,Y,N,54.0,20,25.1,Y,556,7.0,-999997.0
CTM,Level,Y,N,56.0,15,25.1,Y,556,7.0,-999997.0
MSM,Level,N,Y,44.0,20,37.99,Y,556,7.0,-999997.0
CTM,Decreasing,N,N,30.0,10,25.1,Y,556,7.0,-999997.0
Direct,Level with CI,Y,Y,51.0,30,37.99,Y,556,7.0,-999997.0
CTM,Decreasing,Y,Y,47.0,20,7.81,N,588,18.0,-999997.0
CTM,Level accelerated,Y,N,50.0,25,41.23,N,556,8.0,-999997.0
Direct,Level with CI,N,N,53.0,20,41.23,N,556,8.0,-999997.0
Direct,Level,N,N,43.0,20,55.25,Y,549,4.0,-999997.0
MSM,Level,N,N,47.0,20,21.16,Y,568,4.0,-999997.0
CTM,Level,N,N,42.0,20,21.16,Y,568,4.0,-999997.0
MSM,Level with CI,Y,N,46.0,30,23.6,Y,568,4.0,-999997.0
Direct,Level with CI,Y,N,54.0,30,318.02,N,576,6.0,-999997.0
CTM,Decreasing,N,N,26.0,30,318.02,N,576,6.0,-999997.0
MSM,Decreasing with CI,Y,N,49.0,30,40.43,N,542,1.0,-999997.0
Direct,Decreasing with CI,Y,N,45.0,30,7.19,N,544,5.0,-999997.0
CTM,Level,Y,Y,43.0,10,13.15,N,544,5.0,-999997.0
CTM,Level with CI,Y,N,44.0,20,14.74,N,544,5.0,-999997.0
CTM,Decreasing with CI,Y,N,51.0,20,4.76,N,544,5.0,-999997.0
CTM,Decreasing with CI,N,Y,46.0,30,25.24,Y,579,3.0,-999997.0
Direct,Decreasing accelerated,N,Y,47.0,20,25.24,Y,579,3.0,-999997.0
Direct,Decreasing with CI,Y,Y,37.0,20,25.24,Y,579,3.0,-999997.0
MSM,Level with CI,Y,N,33.0,20,7.0,Y,574,11.0,-999997.0
Direct,Level with CI,N,N,42.0,20,7.0,Y,574,11.0,-999997.0
Direct,Level,Y,N,47.0,20,7.0,Y,574,11.0,-999997.0
CTM,Decreasing with CI,Y,N,45.0,30,22.21,N,559,4.0,-999997.0
CTM,Level,Y,N,43.0,15,22.21,N,559,4.0,-999997.0
Direct,Decreasing with CI,N,Y,48.0,30,31.84,N,559,4.0,-999997.0
Direct,Decreasing with CI,Y,N,44.0,20,38.17,N,516,4.0,-999997.0
Direct,Decreasing accelerated,Y,Y,52.0,15,30.88,N,552,8.0,-999997.0
Direct,Level,N,Y,43.0,10,46.32,N,552,8.0,-999997.0
MSM,Decreasing with CI,N,N,52.0,25,39.33,N,9999,,
CTM,Level with CI,Y,N,47.0,20,67.66,N,9999,,
CTM,Level,Y,N,50.0,20,39.33,N,9999,,
CTM,Decreasing,N,Y,45.0,20,50.36,N,9999,,
MSM,Decreasing accelerated,Y,N,47.0,30,39.33,N,9999,,
CTM,Decreasing,Y,N,21.0,40,43.95,N,9999,,
Direct,Level,Y,Y,47.0,25,48.57,N,9999,,
MSM,Level,N,N,59.0,10,43.95,N,9999,,
CTM,Level,Y,N,47.0,10,12.02,N,9999,,
Direct,Level,Y,N,45.0,20,54.45,N,9999,,
CTM,Level accelerated,Y,Y,45.0,30,8.8,Y,562,8.0,-999997.0
CTM,Level with CI,N,N,54.0,20,8.8,Y,562,8.0,-999997.0
CTM,Level with CI,Y,N,46.0,10,8.8,Y,562,8.0,-999997.0
CTM,Level with CI,Y,Y,33.0,30,6.04,Y,580,0.0,-999997.0
CTM,Decreasing,Y,Y,38.0,10,15.69,N,569,9.0,-999997.0
CTM,Decreasing with CI,Y,N,34.0,30,15.69,N,569,9.0,-999997.0
MSM,Decreasing with CI,Y,Y,44.0,20,15.69,N,569,9.0,-999997.0
MSM,Level accelerated,Y,N,45.0,30,15.31,Y,558,1.0,-999997.0
CTM,Decreasing accelerated,Y,N,25.0,35,16.48,Y,558,1.0,-999997.0
CTM,Decreasing with CI,Y,N,62.0,35,15.31,Y,558,1.0,-999997.0
Direct,Level,N,Y,49.0,20,15.31,Y,558,1.0,-999997.0
CTM,Decreasing with CI,N,Y,51.0,20,15.31,Y,558,1.0,-999997.0
CTM,Level with CI,Y,Y,58.0,20,7.64,Y,580,0.0,-999997.0
Direct,Decreasing with CI,N,N,54.0,20,6.04,Y,580,0.0,-999997.0
Direct,Level with CI,N,N,51.0,20,27.7,N,9999,,
CTM,Decreasing,Y,N,41.0,30,31.25,N,9999,,
Direct,Decreasing accelerated,N,Y,51.0,20,24.14,N,9999,,
CTM,Level,N,N,34.0,10,24.14,N,9999,,
CTM,Level,Y,N,56.0,5,24.14,N,9999,,
CTM,Decreasing with CI,N,N,46.0,10,33.23,N,589,3.0,-999997.0
CTM,Decreasing with CI,Y,Y,38.0,15,33.23,N,589,3.0,-999997.0
CTM,Level with CI,Y,N,43.0,20,18.37,N,587,11.0,-999997.0
Direct,Level with CI,N,N,61.0,20,18.37,N,587,11.0,-999997.0
CTM,Level with CI,Y,Y,26.0,20,18.37,N,587,11.0,-999997.0
Direct,Level,N,N,51.0,30,31.41,Y,558,1.0,-999997.0
Direct,Level,Y,Y,34.0,20,33.32,Y,558,1.0,-999997.0
MSM,Decreasing,Y,N,52.0,25,32.2,Y,558,1.0,-999997.0
MSM,Decreasing with CI,N,N,49.0,30,30.35,Y,558,1.0,-999997.0
Direct,Level with CI,Y,Y,50.0,20,31.41,Y,558,1.0,-999997.0
Direct,Level,Y,N,40.0,5,31.41,Y,558,1.0,-999997.0
CTM,Decreasing,N,Y,47.0,5,31.41,Y,558,1.0,-999997.0
Direct,Level,Y,N,44.0,30,25.5,N,562,6.0,-999997.0
CTM,Decreasing with CI,Y,N,49.0,30,10.64,N,567,4.0,-999997.0
CTM,Level with CI,Y,N,36.0,5,10.64,N,567,4.0,-999997.0
Direct,Decreasing accelerated,N,Y,62.0,30,10.64,N,567,4.0,-999997.0
CTM,Level with CI,Y,Y,29.0,40,10.64,N,567,4.0,-999997.0
MSM,Level,N,N,40.0,30,18.38,Y,571,8.0,-999997.0
MSM,Level with CI,Y,N,48.0,10,19.98,Y,571,8.0,-999997.0
Direct,Decreasing accelerated,N,N,46.0,20,19.98,Y,571,8.0,-999997.0
Direct,Level with CI,Y,N,50.0,20,22.96,Y,571,8.0,-999997.0
Direct,Level with CI,N,N,36.0,20,19.98,Y,571,8.0,-999997.0
Direct,Decreasing with CI,Y,N,53.0,25,19.98,Y,571,8.0,-999997.0
CTM,Level with CI,N,N,34.0,40,26.57,N,550,14.0,-999997.0
CTM,Level accelerated,N,Y,44.0,5,26.57,N,550,14.0,-999997.0
CTM,Decreasing with CI,N,N,35.0,25,18.48,N,9999,,
Direct,Decreasing with CI,N,N,24.0,20,18.48,N,9999,,
MSM,Level,N,N,47.0,15,26.94,N,9999,,
Direct,Level accelerated,N,Y,62.0,20,23.69,N,551,6.0,-999997.0
CTM,Level with CI,Y,Y,51.0,20,23.69,N,551,6.0,-999997.0
Direct,Level with CI,N,N,45.0,20,23.69,N,551,6.0,-999997.0
CTM,Decreasing accelerated,Y,N,62.0,20,23.69,N,551,6.0,-999997.0
MSM,Decreasing with CI,N,Y,46.0,20,138.47,N,568,5.0,-999997.0
MSM,Decreasing accelerated,N,Y,61.0,20,138.47,N,568,5.0,-999997.0
CTM,Decreasing with CI,Y,Y,45.0,20,222.43,N,568,5.0,-999997.0
CTM,Level accelerated,Y,Y,30.0,30,25.11,N,543,11.0,-999997.0
CTM,Decreasing,Y,N,35.0,10,19.58,N,543,11.0,-999997.0
CTM,Level,Y,N,46.0,25,25.11,N,543,11.0,-999997.0
Direct,Level with CI,Y,Y,46.0,30,36.6,N,546,1.0,-999997.0
CTM,Decreasing,Y,Y,46.0,30,23.94,N,546,1.0,-999997.0
CTM,Level accelerated,N,N,48.0,30,29.0,N,546,1.0,-999997.0
Direct,Level,N,N,45.0,20,15.88,Y,441,2.0,6.0
Direct,Decreasing,Y,Y,41.0,10,15.88,Y,441,2.0,6.0
CTM,Level with CI,N,N,52.0,5,15.88,Y,441,2.0,6.0
CTM,Decreasing with CI,Y,Y,54.0,30,40.39,N,571,2.0,-999997.0
Direct,Level accelerated,Y,N,36.0,30,30.89,N,571,2.0,-999997.0
CTM,Level,Y,N,58.0,20,35.3,N,559,5.0,-999997.0
MSM,Level,Y,N,25.0,25,29.24,N,559,5.0,-999997.0
MSM,Level accelerated,N,N,37.0,15,10.49,Y,575,11.0,-999997.0
Direct,Level with CI,N,N,41.0,15,12.08,Y,575,11.0,-999997.0
CTM,Level,Y,N,40.0,20,10.49,Y,575,11.0,-999997.0
Direct,Level,Y,Y,46.0,20,11.36,N,550,4.0,-999997.0
MSM,Decreasing with CI,Y,N,33.0,20,11.36,N,550,4.0,-999997.0
CTM,Level,Y,Y,49.0,20,11.36,N,550,4.0,-999997.0
MSM,Level accelerated,N,N,39.0,20,5.53,N,565,0.0,-999997.0
CTM,Decreasing,Y,N,44.0,5,19.19,N,541,6.0,-999997.0
MSM,Level,N,N,43.0,25,12.38,N,589,3.0,-999997.0
CTM,Decreasing with CI,Y,N,41.0,30,12.38,N,589,3.0,-999997.0
MSM,Decreasing,Y,N,37.0,20,12.38,N,589,3.0,-999997.0
CTM,Level,N,N,45.0,30,22.13,N,589,3.0,-999997.0
CTM,Level,Y,Y,43.0,30,46.9,N,571,2.0,-999997.0
MSM,Level with CI,N,N,58.0,20,44.89,N,9999,,
Direct,Level accelerated,Y,Y,49.0,20,34.09,Y,9999,,
CTM,Level,Y,N,40.0,15,26.58,N,9999,,
MSM,Level,Y,N,35.0,5,26.58,N,9999,,
Direct,Level with CI,N,N,57.0,20,121.16,N,9999,,
CTM,Level,N,N,47.0,20,121.16,N,9999,,
MSM,Level,Y,N,49.0,30,82.84,N,575,9.0,-999997.0
CTM,Level with CI,N,N,46.0,5,40.39,N,571,2.0,-999997.0
MSM,Level with CI,Y,N,47.0,20,30.89,N,571,2.0,-999997.0
Direct,Decreasing,Y,N,53.0,30,40.39,N,571,2.0,-999997.0
MSM,Decreasing with CI,Y,N,46.0,5,46.9,N,571,2.0,-999997.0
CTM,Decreasing with CI,Y,Y,41.0,10,68.17,N,571,2.0,-999997.0
MSM,Level accelerated,Y,N,43.0,15,30.89,N,571,2.0,-999997.0
Direct,Decreasing with CI,Y,N,39.0,5,104.39,N,498,-999997.0,
MSM,Level with CI,N,Y,38.0,15,31.52,N,560,21.0,-999997.0
MSM,Level with CI,Y,Y,57.0,15,31.52,N,560,21.0,-999997.0
Direct,Level with CI,Y,Y,42.0,5,3.76,Y,583,5.0,-999997.0
Direct,Level accelerated,N,N,44.0,20,3.76,Y,583,5.0,-999997.0
MSM,Level with CI,Y,N,41.0,20,3.76,Y,583,5.0,-999997.0
Direct,Decreasing with CI,N,Y,38.0,30,20.25,N,589,3.0,-999997.0
CTM,Decreasing,Y,N,45.0,20,20.25,N,589,3.0,-999997.0
Direct,Level with CI,N,Y,54.0,10,13.16,N,589,3.0,-999997.0
CTM,Level accelerated,Y,N,52.0,20,26.26,N,571,1.0,-999997.0
CTM,Level,N,N,46.0,5,26.26,N,571,1.0,-999997.0
CTM,Decreasing with CI,Y,N,51.0,30,8.79,N,581,5.0,-999997.0
MSM,Decreasing with CI,Y,N,52.0,20,8.79,N,581,5.0,-999997.0
Direct,Decreasing with CI,N,N,50.0,30,40.57,N,585,1.0,-999997.0
CTM,Decreasing with CI,Y,Y,42.0,20,21.44,N,578,5.0,-999997.0
CTM,Decreasing,Y,N,39.0,20,13.56,N,548,7.0,-999997.0
MSM,Decreasing with CI,N,N,48.0,20,62.24,N,582,3.0,-999997.0
CTM,Level,Y,N,40.0,20,209.09,N,582,3.0,-999997.0
CTM,Level,Y,N,50.0,5,13.02,Y,9999,,
CTM,Level,N,Y,41.0,20,13.02,Y,9999,,
CTM,Level,N,N,47.0,30,6.08,Y,9999,,
CTM,Decreasing,N,N,32.0,20,8.05,Y,9999,,
CTM,Decreasing with CI,Y,N,52.0,10,13.02,Y,9999,,
MSM,Decreasing with CI,Y,N,49.0,20,15.0,N,536,-999997.0,
Direct,Level,Y,Y,44.0,20,39.33,N,9999,,
CTM,Decreasing with CI,N,Y,43.0,20,67.66,N,9999,,
CTM,Level,N,N,34.0,15,39.33,N,9999,,
Direct,Level with CI,Y,Y,47.0,30,50.36,N,9999,,
CTM,Level with CI,N,N,47.0,20,39.33,N,9999,,
Direct,Level,Y,N,50.0,25,43.95,N,9999,,
Direct,Level with CI,Y,Y,24.0,40,48.57,N,9999,,
Direct,Decreasing with CI,Y,N,51.0,5,43.95,N,9999,,
Direct,Level,N,N,38.0,20,12.02,N,9999,,
Direct,Decreasing accelerated,N,N,52.0,30,54.45,N,9999,,
CTM,Level with CI,Y,N,56.0,25,13.56,N,548,7.0,-999997.0
CTM,Decreasing,N,Y,35.0,20,24.91,N,539,4.0,-999997.0
CTM,Decreasing with CI,N,N,30.0,20,24.91,N,539,4.0,-999997.0
Direct,Level accelerated,N,N,44.0,30,67.14,N,539,4.0,-999997.0
MSM,Decreasing with CI,N,N,57.0,30,16.85,N,487,-999997.0,
Direct,Level,Y,Y,59.0,30,16.85,N,487,-999997.0,
CTM,Decreasing with CI,N,N,46.0,10,31.39,N,577,17.0,-999997.0
CTM,Level with CI,Y,Y,34.0,20,42.38,N,577,17.0,-999997.0
MSM,Level,Y,N,53.0,10,40.55,N,577,17.0,-999997.0
MSM,Level,Y,Y,35.0,30,40.55,N,577,17.0,-999997.0
CTM,Level,Y,Y,51.0,10,47.64,N,577,17.0,-999997.0
Direct,Decreasing,N,N,39.0,40,42.6,N,9999,,
Direct,Level,N,N,24.0,20,22.81,N,9999,,
Direct,Decreasing with CI,N,Y,60.0,10,22.81,N,9999,,
Direct,Level with CI,Y,Y,45.0,20,30.27,N,565,10.0,-999997.0
CTM,Decreasing with CI,Y,N,33.0,30,24.49,N,565,10.0,-999997.0
CTM,Decreasing,Y,Y,35.0,30,20.81,N,565,10.0,-999997.0
MSM,Level,Y,Y,56.0,20,20.81,N,565,10.0,-999997.0
CTM,Decreasing,Y,N,50.0,30,34.36,N,565,10.0,-999997.0
CTM,Level,N,N,40.0,30,23.83,Y,9999,,
Direct,Decreasing with CI,Y,N,42.0,5,23.83,N,9999,,
MSM,Level,Y,Y,40.0,30,23.83,N,9999,,
CTM,Level,Y,Y,42.0,20,23.83,Y,9999,,
CTM,Level,Y,N,52.0,30,23.83,Y,9999,,
CTM,Level,N,N,48.0,10,50.0,N,584,3.0,-999997.0
CTM,Decreasing,Y,N,32.0,20,50.0,N,584,3.0,-999997.0
CTM,Level,Y,Y,45.0,10,50.0,N,584,3.0,-999997.0
CTM,Level with CI,Y,Y,44.0,10,29.99,N,584,3.0,-999997.0
CTM,Level,N,N,43.0,5,31.52,N,537,5.0,-999997.0
Direct,Decreasing,Y,N,59.0,30,23.33,N,537,5.0,-999997.0
MSM,Level accelerated,Y,Y,36.0,30,31.52,N,537,5.0,-999997.0
Direct,Decreasing,Y,Y,50.0,20,23.33,N,537,5.0,-999997.0
Direct,Level with CI,Y,N,38.0,30,16.17,N,537,5.0,-999997.0
MSM,Level,Y,Y,50.0,15,16.17,N,537,5.0,-999997.0
CTM,Level with CI,Y,N,51.0,30,24.36,N,537,5.0,-999997.0
Direct,Level with CI,Y,N,42.0,20,14.83,N,563,17.0,-999997.0
Direct,Level,N,Y,36.0,30,21.13,N,469,6.0,23.0
CTM,Decreasing,N,Y,32.0,20,21.13,N,469,6.0,23.0
Direct,Decreasing,N,N,52.0,20,21.13,N,469,6.0,23.0
CTM,Level,Y,N,52.0,20,207.21,N,470,3.0,28.0
MSM,Decreasing,N,N,55.0,5,50.0,N,470,3.0,28.0
MSM,Level with CI,Y,N,44.0,25,50.0,N,470,3.0,28.0
CTM,Level with CI,Y,Y,44.0,10,50.0,N,470,3.0,28.0
MSM,Decreasing with CI,Y,N,54.0,10,10.33,Y,558,8.0,-999997.0
MSM,Level with CI,Y,N,33.0,5,9.27,Y,558,8.0,-999997.0
CTM,Level,Y,N,46.0,15,9.27,Y,558,8.0,-999997.0
Direct,Decreasing,Y,Y,63.0,10,9.27,Y,558,8.0,-999997.0
MSM,Level,Y,N,34.0,30,29.07,N,551,3.0,-999997.0
Direct,Decreasing accelerated,Y,Y,54.0,20,43.86,N,562,2.0,-999997.0
CTM,Decreasing with CI,N,N,46.0,5,41.37,N,562,2.0,-999997.0
MSM,Decreasing,N,N,38.0,30,20.44,N,9999,,
Direct,Level,N,Y,49.0,10,183.56,N,555,7.0,-999997.0
CTM,Level,Y,N,47.0,20,200.39,N,555,7.0,-999997.0
Direct,Level,Y,Y,59.0,30,50.83,N,555,7.0,-999997.0
MSM,Level accelerated,N,N,54.0,30,48.94,N,555,7.0,-999997.0
Direct,Decreasing,Y,N,28.0,20,32.11,N,555,7.0,-999997.0
CTM,Decreasing,Y,N,39.0,10,5.19,N,580,0.0,-999997.0
Direct,Level with CI,N,N,35.0,30,5.19,N,580,0.0,-999997.0
Direct,Decreasing,Y,N,35.0,20,14.83,N,563,17.0,-999997.0
CTM,Decreasing with CI,Y,N,28.0,30,40.32,N,9999,,
CTM,Level with CI,Y,Y,46.0,30,60.49,N,522,1.0,-999997.0
CTM,Decreasing with CI,N,N,63.0,20,60.49,N,522,1.0,-999997.0
Direct,Decreasing,N,N,31.0,10,6.24,N,509,-999997.0,
Direct,Level,Y,Y,44.0,20,6.24,N,509,-999997.0,
CTM,Level,N,Y,59.0,10,52.62,N,9999,,
CTM,Level with CI,Y,Y,53.0,15,49.52,N,9999,,
CTM,Decreasing,Y,N,44.0,30,10.32,Y,554,1.0,-999997.0
MSM,Level with CI,Y,N,46.0,15,10.32,Y,554,1.0,-999997.0
MSM,Decreasing,Y,Y,42.0,5,10.32,Y,554,1.0,-999997.0
MSM,Level,N,N,36.0,15,10.32,Y,554,1.0,-999997.0
CTM,Level,Y,N,48.0,10,51.35,Y,546,4.0,-999997.0
CTM,Decreasing,N,N,44.0,20,36.29,Y,546,4.0,-999997.0
MSM,Level,N,N,33.0,30,36.29,Y,546,4.0,-999997.0
MSM,Level,Y,Y,49.0,30,39.3,Y,546,4.0,-999997.0
MSM,Level,N,N,34.0,5,36.29,Y,546,4.0,-999997.0
Direct,Level,N,Y,53.0,10,47.72,N,568,4.0,-999997.0
